question,reponse
"JE SUIS TRÈS SOUVENT TRÈS SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS TRÈS SOUVENT TOUT SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS TRÈS SOUVENT SUPER SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS TRÈS SOUVENT HYPER SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT VRAIMENT HYPER SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS SOUVENT VRAIMENT TOUT SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PAS VRAIMENT BEAUCOUP D'AMIES ,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI VRAIMENT PAS DE SUCCÈS ,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI VRAIMENT PAS BEAUCOUP D'AMIS ,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI VRAIMENT PAS BEAUCOUP D'AMIES ,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI VRAIMENT PAS BEAUCOUP DE SUCCÈS ,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PAS VRAIMENT D'AMIS ,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PAS VRAIMENT D'AMIES ,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS TRÈS SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PAS VRAIMENT BEAUCOUP D'AMIS ,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PAS BEAUCOUP DE SUCCÈS ,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PAS VRAIMENT BEAUCOUP DE SUCCÈS ,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PAS DE VRAIS AMIS ,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PAS DE VRAIES AMIES,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PAS BEAUCOUP DE VRAIS AMIS ,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PAS BEAUCOUP DE VRAIES AMIES,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS TRÈS SOUVENT VRAIMENT SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PAS VRAIMENT DE SUCCÈS ,""Je suis là pour vous, si vous le souhaitez."""

"JE NE SUIS VRAIMENT PAS TRÈS APPRÉCIÉ ,""Je suis là pour vous, si vous le souhaitez."""

"JE NE SUIS PAS APPRÉCIÉ ,""Je suis là pour vous, si vous le souhaitez."""

"JE NE SUIS PAS APPRÉCIÉE ,""Je suis là pour vous, si vous le souhaitez."""

"JE NE SUIS PAS TRÈS POPULAIRE ,""Je suis là pour vous, si vous le souhaitez."""

"JE NE SUIS PAS TRÈS APPRÉCIÉ ,""Je suis là pour vous, si vous le souhaitez."""

"JE NE SUIS PAS TRÈS APPRÉCIÉE ,""Je suis là pour vous, si vous le souhaitez."""

"JE NE SUIS VRAIMENT PAS POPULAIRE ,""Je suis là pour vous, si vous le souhaitez."""

"JE NE SUIS VRAIMENT PAS APPRÉCIÉ ,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI VRAIMENT PAS D'AMIES ,""Je suis là pour vous, si vous le souhaitez."""

"JE NE SUIS VRAIMENT PAS TRÈS POPULAIRE ,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI VRAIMENT PAS D'AMIS ,""Je suis là pour vous, si vous le souhaitez."""

"JE NE SUIS VRAIMENT PAS TRÈS APPRÉCIÉE ,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PAS D'AMIS ,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PAS D'AMIES ,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PAS DE SUCCÈS ,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PAS BEAUCOUP D'AMIS ,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PAS BEAUCOUP D'AMIES ,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS TOUT SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE NE SUIS VRAIMENT PAS APPRÉCIÉE ,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT VRAIMENT SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS TOUT SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS SUPER SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS HYPER SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS VRAIMENT TRÈS SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS VRAIMENT TOUT SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS VRAIMENT SUPER SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS VRAIMENT SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT TRÈS SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT TOUT SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT SUPER SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT HYPER SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT VRAIMENT TRÈS SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT VRAIMENT TOUT SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT VRAIMENT SUPER SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS VRAIMENT HYPER SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PARFOIS TOUT SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SUPER SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS HYPER SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS VRAIMENT TRÈS SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS VRAIMENT TOUT SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS VRAIMENT SUPER SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS VRAIMENT HYPER SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PARFOIS SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS TRÈS SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PARFOIS TRÈS SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS VRAIMENT SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PARFOIS SUPER SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PARFOIS HYPER SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PARFOIS VRAIMENT TRÈS SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PARFOIS VRAIMENT TOUT SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PARFOIS VRAIMENT SUPER SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PARFOIS VRAIMENT HYPER SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PARFOIS VRAIMENT SUPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PARFOIS VRAIMENT SEUL,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PERSONNE À QUI PARLER,""Je suis là pour vous, si vous le souhaitez."""

"QU'EST-CE QUE JE M'ENNUIE TOUT SEUL ,""Je suis là pour vous, si vous le souhaitez."""

"QU'EST-CE QUE JE M'ENNUIE TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"QU'EST-CE QUE JE ME FAIT CHIER TOUT SEUL ,""Je suis là pour vous, si vous le souhaitez."""

"QU'EST-CE QUE JE ME FAIT CHIER TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"QU'EST-CE QUE JE M'EMMERDE TOUT SEUL ,""Je suis là pour vous, si vous le souhaitez."""

"QU'EST-CE QUE JE M'EMMERDE TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"MES AMIES SONT LOIN,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PERSONNE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME FAIT CHIER TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE N'AI PERSONNE AVEC QUI PARLER,""Je suis là pour vous, si vous le souhaitez."""

"MES AMIS SONT PARTIS,""Je suis là pour vous, si vous le souhaitez."""

"TOUS MES AMIS SONT PARTIS,""Je suis là pour vous, si vous le souhaitez."""

"MES AMIES SONT PARTIES,""Je suis là pour vous, si vous le souhaitez."""

"TOUTES MES AMIES SONT PARTIES,""Je suis là pour vous, si vous le souhaitez."""

"MES AMIS SONT LOIN,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS TRÈS SOUVENT SUPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"BONJOUR LA SOLITUDE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS ISOLÉ ,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PARFOIS VRAIMENT TRÈS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"QU'EST-CE QUE JE ME SENS SEUL ,""Je suis là pour vous, si vous le souhaitez."""

"QU'EST-CE QUE JE ME SENS ISOLÉ ,""Je suis là pour vous, si vous le souhaitez."""

"QU'EST-CE QUE JE ME SENS SEULE ,""Je suis là pour vous, si vous le souhaitez."""

"QU'EST-CE QUE JE ME SENS ISOLÉE,""Je suis là pour vous, si vous le souhaitez."""

"QU'EST-CE QUE JE SUIS SEUL ,""Je suis là pour vous, si vous le souhaitez."""

"QU'EST-CE QUE JE SUIS ISOLÉ ,""Je suis là pour vous, si vous le souhaitez."""

"JE M'EMMERDE TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"QU'EST-CE QUE JE SUIS ISOLÉE,""Je suis là pour vous, si vous le souhaitez."""

"JE M'EMMERDE TOUT SEUL ,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS ISOLÉE ,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS ISOLÉ ,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS ISOLÉE ,""Je suis là pour vous, si vous le souhaitez."""

"JE M'ENNUIE TOUT SEUL ,""Je suis là pour vous, si vous le souhaitez."""

"JE M'ENNUIE TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME FAIT CHIER TOUT SEUL ,""Je suis là pour vous, si vous le souhaitez."""

"TOUTES MES AMIES SONT LOIN,""Je suis là pour vous, si vous le souhaitez."""

"QU'EST-CE QUE JE SUIS SEULE ,""Je suis là pour vous, si vous le souhaitez."""

"J'EN AI ASSEZ DE ME SENTIR SI SEULE,""Je suis là pour vous, si vous le souhaitez."""

"TOUTES MES AMIES M'ONT LAISSÉE,""Je suis là pour vous, si vous le souhaitez."""

"J'EN AI ASSEZ D'ÊTRE SEUL ,""Je suis là pour vous, si vous le souhaitez."""

"J'EN AI ASSEZ D'ÊTRE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"J'EN AI ASSEZ D'ÊTRE SI SEUL ,""Je suis là pour vous, si vous le souhaitez."""

"J'EN AI ASSEZ D'ÊTRE SI SEULE,""Je suis là pour vous, si vous le souhaitez."""

"J'EN AI ASSEZ DE ME SENTIR SEUL ,""Je suis là pour vous, si vous le souhaitez."""

"TOUS MES AMIS SONT LOIN,""Je suis là pour vous, si vous le souhaitez."""

"J'EN AI ASSEZ DE ME SENTIR SI SEUL ,""Je suis là pour vous, si vous le souhaitez."""

"MES AMIS M'ONT LAISSÉE,""Je suis là pour vous, si vous le souhaitez."""

"J'EN AI MARRE D'ÊTRE SEUL ,""Je suis là pour vous, si vous le souhaitez."""

"J'EN AI MARRE D'ÊTRE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"J'EN AI MARRE D'ÊTRE SI SEUL ,""Je suis là pour vous, si vous le souhaitez."""

"J'EN AI MARRE D'ÊTRE SI SEULE,""Je suis là pour vous, si vous le souhaitez."""

"J'EN AI MARRE DE ME SENTIR SEUL ,""Je suis là pour vous, si vous le souhaitez."""

"J'EN AI MARRE DE ME SENTIR SEULE,""Je suis là pour vous, si vous le souhaitez."""

"J'EN AI MARRE DE ME SENTIR SI SEUL ,""Je suis là pour vous, si vous le souhaitez."""

"J'EN AI ASSEZ DE ME SENTIR SEULE,""Je suis là pour vous, si vous le souhaitez."""

"TOUS MES AMIS M'ONT QUITTÉE,""Je suis là pour vous, si vous le souhaitez."""

"MES AMIS SONT LOIN D'ICI,""Je suis là pour vous, si vous le souhaitez."""

"TOUS MES AMIS SONT LOIN D'ICI,""Je suis là pour vous, si vous le souhaitez."""

"MES AMIES SONT LOIN D'ICI,""Je suis là pour vous, si vous le souhaitez."""

"TOUTES MES AMIES SONT LOIN D'ICI,""Je suis là pour vous, si vous le souhaitez."""

"MES AMIS M'ONT QUITTÉ,""Je suis là pour vous, si vous le souhaitez."""

"TOUS MES AMIS M'ONT QUITTÉ,""Je suis là pour vous, si vous le souhaitez."""

"MES AMIES M'ONT QUITTÉ,""Je suis là pour vous, si vous le souhaitez."""

"MES AMIES M'ONT LAISSÉE,""Je suis là pour vous, si vous le souhaitez."""

"MES AMIS M'ONT QUITTÉE,""Je suis là pour vous, si vous le souhaitez."""

"TOUS MES AMIS M'ONT LAISSÉE,""Je suis là pour vous, si vous le souhaitez."""

"MES AMIES M'ONT QUITTÉE,""Je suis là pour vous, si vous le souhaitez."""

"TOUTES MES AMIES M'ONT QUITTÉE,""Je suis là pour vous, si vous le souhaitez."""

"MES AMIS M'ONT LAISSÉ,""Je suis là pour vous, si vous le souhaitez."""

"TOUS MES AMIS M'ONT LAISSÉ,""Je suis là pour vous, si vous le souhaitez."""

"MES AMIES M'ONT LAISSÉ,""Je suis là pour vous, si vous le souhaitez."""

"TOUTES MES AMIES M'ONT LAISSÉ,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS TRÈS SOUVENT TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"TOUTES MES AMIES M'ONT QUITTÉ,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS TRÈS SOUVENT VRAIMENT TRÈS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT VRAIMENT SUPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT VRAIMENT HYPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS TRÈS SOUVENT SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS TRÈS SOUVENT VRAIMENT SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS TRÈS SOUVENT TRÈS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS TRÈS SOUVENT TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS VRAIMENT TRÈS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS TRÈS SOUVENT HYPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT HYPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS TRÈS SOUVENT VRAIMENT TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS VRAIMENT SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS TRÈS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS SUPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS TRÈS SOUVENT HYPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS TRÈS SOUVENT SUPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS VRAIMENT SUPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PARFOIS VRAIMENT HYPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS VRAIMENT SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS TRÈS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS SUPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS HYPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT VRAIMENT TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS VRAIMENT TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT VRAIMENT TRÈS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS VRAIMENT HYPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT VRAIMENT SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT TRÈS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS SOUVENT SUPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS VRAIMENT TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE ME SENS PAR MOMENTS VRAIMENT TRÈS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS SOUVENT HYPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PAR MOMENTS VRAIMENT TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PAR MOMENTS VRAIMENT SUPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PAR MOMENTS VRAIMENT HYPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS SOUVENT SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS SOUVENT VRAIMENT SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS SOUVENT TRÈS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS HYPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS SOUVENT SUPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PAR MOMENTS SUPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS SOUVENT VRAIMENT TRÈS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS SOUVENT VRAIMENT TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS SOUVENT VRAIMENT SUPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS SOUVENT VRAIMENT HYPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS TRÈS SOUVENT SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS TRÈS SOUVENT VRAIMENT SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS TRÈS SOUVENT TRÈS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS SOUVENT TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PARFOIS VRAIMENT TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS VRAIMENT SUPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS VRAIMENT HYPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PARFOIS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PARFOIS VRAIMENT SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PARFOIS TRÈS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PARFOIS TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PARFOIS SUPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PAR MOMENTS VRAIMENT TRÈS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PARFOIS VRAIMENT TRÈS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PAR MOMENTS HYPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PARFOIS VRAIMENT SUPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PARFOIS VRAIMENT HYPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PAR MOMENTS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PAR MOMENTS VRAIMENT SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PAR MOMENTS TRÈS SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PAR MOMENTS TOUTE SEULE,""Je suis là pour vous, si vous le souhaitez."""

"J'EN AI MARRE DE ME SENTIR SI SEULE,""Je suis là pour vous, si vous le souhaitez."""

"JE SUIS PARFOIS HYPER SEULE,""Je suis là pour vous, si vous le souhaitez."""

J'AIME AVOIR DU BOULOT ,C'est charmant ! 

J'AIME PLEURER ,C'est charmant ! 

J'AIME QUAND IL FAIT BEAU ,C'est charmant ! 

J'AIME QUAND IL NEIGE ,C'est charmant ! 

J'AIME QUAND IL Y A DU VENT ,C'est charmant ! 

J'AIME QUAND IL FAIT NUIT ,C'est charmant ! 

J'AIME AVOIR DU TEMPS ,C'est charmant ! 

J'AIME QUAND JE FAIS RIEN ,C'est charmant ! 

J'AIME AVOIR DES SOUS ,C'est charmant ! 

J'AIME QUAND J'AI DU TEMPS ,C'est charmant ! 

J'AIME AVOIR DES AMIS ,C'est charmant ! 

J'AIME AVOIR DES CHOSES ,C'est charmant ! 

J'AIME BIEN MA CLASSE ,C'est charmant ! 

J'AIME BIEN MA COIFFEUSE ,C'est charmant ! 

J'AIME BIEN MA CHAMBRE ,C'est charmant ! 

J'AIME BIEN MA VIE ,C'est charmant ! 

J'AIME BIEN MA SŒUR ,C'est charmant ! 

J'AIME AVOIR À MANGER ,C'est charmant ! 

J'AIME FAIRE DES TRUCS ,C'est charmant ! 

J'AIME BEAUCOUP MON CHAT ,C'est charmant ! 

J'AIME PENSER ,C'est charmant ! 

J'AIME RÉFLÉCHIR ,C'est charmant ! 

J'AIME CRIER ,C'est charmant ! 

J'AIME FAIRE DES BLAGUES ,C'est charmant ! 

J'AIME FAIRE LA CUISINE ,C'est charmant ! 

J'AIME QUAND IL PLEUT ,C'est charmant ! 

J'AIME FAIRE LE BUZZ ,C'est charmant ! 

J'AIME BIEN MON FRÈRE ,C'est charmant ! 

J'AIME FAIRE DES CHOSES ,C'est charmant ! 

J'AIME FAIRE À MANGER ,C'est charmant ! 

J'AIME FAIRE DU SPORT ,C'est charmant ! 

J'AIME FAIRE UNE PAUSE ,C'est charmant ! 

J'AIME FAIRE PLEIN DE CHOSES ,C'est charmant ! 

J'AIME FAIRE PLEIN DE TRUCS ,C'est charmant ! 

J'AIME QUAND J'AI LE TEMPS ,C'est charmant ! 

J'AIME FAIRE LE MÉNAGE,C'est charmant ! 

J'AIME BEAUCOUP MA COIFFEUSE ,C'est charmant ! 

J'AIME BIEN FAIRE UNE PAUSE ,C'est charmant ! 

J'AIME BIEN FAIRE PLEIN DE CHOSES ,C'est charmant ! 

J'AIME BIEN FAIRE PLEIN DE TRUCS ,C'est charmant ! 

J'AIME BIEN QUAND J'AI LE TEMPS ,C'est charmant ! 

J'AIME BIEN QUAND J'AI DU TEMPS ,C'est charmant ! 

J'AIME BIEN QUAND JE FAIS RIEN ,C'est charmant ! 

J'AIME BIEN MA TENUE ,C'est charmant ! 

J'AIME BEAUCOUP MA CLASSE ,C'est charmant ! 

J'AIME BIEN FAIRE DES CHOSES ,C'est charmant ! 

J'AIME BEAUCOUP MA CHAMBRE ,C'est charmant ! 

J'AIME BEAUCOUP MA VIE ,C'est charmant ! 

J'AIME BEAUCOUP MA SŒUR ,C'est charmant ! 

J'AIME BEAUCOUP MA TENUE ,C'est charmant ! 

J'AIME BEAUCOUP MON PÈRE ,C'est charmant ! 

J'AIME BEAUCOUP MON FRÈRE ,C'est charmant ! 

J'AIME MA FAMILLE ,C'est charmant ! 

J'AIME BIEN QUAND IL PLEUT ,C'est charmant ! 

J'AIME BIEN LES CONCEPTS ,C'est charmant ! 

J'AIME RIRE ,C'est charmant ! 

J'AIME BIEN MON CHIEN ,C'est charmant ! 

J'AIME BIEN MON CHAT ,C'est charmant ! 

J'AIME BIEN MON SERPENT ,C'est charmant ! 

J'AIME BIEN MON VISAGE ,C'est charmant ! 

J'AIME BIEN LES JEUX ,C'est charmant ! 

J'AIME BIEN LES JOUETS ,C'est charmant ! 

J'AIME BIEN FAIRE DU SPORT ,C'est charmant ! 

J'AIME BIEN LES COULEURS ,C'est charmant ! 

J'AIME BIEN FAIRE À MANGER ,C'est charmant ! 

J'AIME BIEN DES GENS ,C'est charmant ! 

J'AIME BIEN DES TRUCS ,C'est charmant ! 

J'AIME BIEN DES CHOSES ,C'est charmant ! 

J'AIME BIEN DES IDÉES ,C'est charmant ! 

J'AIME BIEN DES FLEURS ,C'est charmant ! 

J'AIME BIEN DES PERSONNES ,C'est charmant ! 

J'AIME BIEN MON PÈRE ,C'est charmant ! 

J'AIME BIEN LES AMIS ,C'est charmant ! 

J'AIME MON ENFANT ,C'est charmant ! 

J'AIME SURSAUTER ,C'est charmant ! 

J'AIME MON AMI ,C'est charmant ! 

J'AIME MON BUREAU ,C'est charmant ! 

J'AIME MON ACTIVITÉ ,C'est charmant ! 

J'AIME MON TRAVAIL ,C'est charmant ! 

J'AIME MON JOB ,C'est charmant ! 

J'AIME MON TÉLÉPHONE ,C'est charmant ! 

J'AIME MON DRESSING ,C'est charmant ! 

J'AIME MON ORDINATEUR ,C'est charmant ! 

J'AIME MON FILS ,C'est charmant ! 

J'AIME MON GRAND-PÈRE ,C'est charmant ! 

J'AIME MON PULL ,C'est charmant ! 

J'AIME MON VOYAGE ,C'est charmant ! 

J'AIME MON CHOIX ,C'est charmant ! 

J'AIME MON IDÉE ,C'est charmant ! 

J'AIME MON REPAS ,C'est charmant ! 

J'AIME MON TAFF ,C'est charmant ! 

